记录ID,采集批次ID,任务ID,监控目标ID,采集通道,采集时间,最终链接,页面标题,页面店铺,页面规格,页面原始价格,页面价格,销售盒数,每盒最小单位数,最小单位,单盒价格,单最小单位价格,控价,比较价格,破价金额,采集状态,计算状态,价格状态,错误代码,错误详情,证据目录,证据哈希,采集器版本,原始证据
e54e7b4d-370e-4613-9ef7-0e9f3d6482af,4ecb9445-5343-4f35-9771-6359c1bbfbe4,8eab9085-0784-44b1-802c-6f25c4f6d6f5,,search,2026-07-20 11:32:31.921711,,,,,,,,,,,,,,,not_found,not_applicable,not_evaluated,collector_access_error,淘宝店铺搜索无有效候选,/Users/helson/coding/cttq_work/数字员工drugget/evidence/4ecb9445-5343-4f35-9771-6359c1bbfbe4/8eab9085-0784-44b1-802c-6f25c4f6d6f5,5ca46f0b43cc44d777194ecf910bd61468f0ba631cf208040544cb252d01c054,,"{""query"": ""托妥 瑞舒伐他汀钙片"", ""query_verified"": true, ""candidate_count"": 0}"
