记录ID,状态,固定任务状态,搜索任务状态,批次开始时间,批次结束时间,批次摘要
ec4969aa-18f2-4761-8239-c63be1b60566,completed,pending,pending,,,"{""task_status_counts"": {""succeeded"": 2}, ""platform_outcomes"": {""taobao"": {""platform"": ""taobao"", ""completed"": 2, ""paused"": 0, ""reason"": ""queue_empty""}}}"
