记录ID,采集批次ID,任务ID,监控目标ID,采集通道,采集时间,最终链接,页面标题,页面店铺,页面规格,页面原始价格,页面价格,销售盒数,每盒最小单位数,最小单位,单盒价格,单最小单位价格,控价,比较价格,破价金额,采集状态,计算状态,价格状态,错误代码,错误详情,证据目录,证据哈希,采集器版本,原始证据
1345943e-5b6a-46dd-ac06-4915c32c482c,6382d151-dbce-4f68-8c18-c423adfadd91,942a5691-a32c-4d9c-b355-30a205eb3d08,,search,2026-07-20 13:22:05.912102,,,,,,,,,,,,,,,success,not_applicable,not_evaluated,,,/Users/helson/coding/cttq_work/数字员工drugget/evidence/6382d151-dbce-4f68-8c18-c423adfadd91/942a5691-a32c-4d9c-b355-30a205eb3d08,a36bd055f361d03385539cfe2600807173a4eb1b388e7547a1591d12f4d3070c,opencli-1.8.6,"{""query"": ""托妥 瑞舒伐他汀钙片"", ""query_verified"": true, ""route"": ""shop_home"", ""shop_home_url"": ""https://shop163215406.taobao.com/"", ""current_url"": ""https://maiyao.liangxinyao.com/shop/view_shop.htm?q=%CD%D0%CD%D7%20%C8%F0%CA%E6%B7%A5%CB%FB%CD%A1%B8%C6%C6%AC&type=p&search=y&newHeader_b=s_from&searcy_type=item&from=liangxinyao.shop.pc_1_placeholder&spm=a1z10.3-b-s.a2227oh.d101"", ""adapter"": ""taobao/shop-search"", ""hits"": [{""platform"": ""taobao"", ""query"": ""托妥 瑞舒伐他汀钙片"", ""rank"": 1, ""title"": ""[自营][新托妥]瑞舒伐他汀钙片 10mg*48片/盒"", ""url"": ""https://item.taobao.com/item.htm?id=730730569342"", ""product_id"": ""730730569342"", ""shop_name"": ""首页-阿里健康大药房-天猫Tmall.com"", ""list_price_raw"": null, ""raw"": {""route"": ""shop_home"", ""shop_home_url"": ""https://shop163215406.taobao.com/"", ""adapter"": ""taobao/shop-search""}}]}"
894d53f4-cfef-47b3-b0eb-442db1abf862,6382d151-dbce-4f68-8c18-c423adfadd91,44c0d089-42ca-4c55-84af-94f0ff78f85c,,detail,2026-07-20 13:22:56.248476,https://detail.tmall.com/item.htm?id=730730569342,[自营][新托妥]瑞舒伐他汀钙片 10mg*48片/盒,阿里健康大药房,,¥124,124.0000,,,,,,,,,success,not_applicable,not_evaluated,,,/Users/helson/coding/cttq_work/数字员工drugget/evidence/6382d151-dbce-4f68-8c18-c423adfadd91/44c0d089-42ca-4c55-84af-94f0ff78f85c,0516531d2833395bf753875b3a2640b06b54f93023292669eb9ed98731d3d941,opencli-1.8.6,"{""商品名称"": ""[自营][新托妥]瑞舒伐他汀钙片 10mg*48片/盒"", ""价格"": ""¥124"", ""ID"": ""730730569342"", ""链接"": ""https://detail.tmall.com/item.htm?id=730730569342"", ""店铺"": ""阿里健康大药房"", ""店铺主页"": ""https://shop163215406.taobao.com/""}"
