记录ID,采集批次ID,监控目标ID,平台,任务类型,状态,搜索关键词,任务载荷,浏览器会话,优先级,尝试次数,任务领取时间,任务完成时间
265bdcf0-d894-4b51-9918-ad0a62146ed0,b8df9543-ab50-4a18-b9da-028092fad58f,,taobao,store_search,succeeded,托妥 瑞舒伐他汀钙片,"{""task_id"": ""265bdcf0-d894-4b51-9918-ad0a62146ed0"", ""run_id"": ""b8df9543-ab50-4a18-b9da-028092fad58f"", ""platform"": ""taobao"", ""task_type"": ""store_search"", ""session_alias"": ""taobao-p0"", ""target_id"": null, ""drug_name"": ""托妥"", ""generic_name"": ""瑞舒伐他汀钙片"", ""spec"": null, ""shop_name"": ""百年传徽医药专营店"", ""product_id"": null, ""url"": null, ""query"": ""托妥 瑞舒伐他汀钙片"", ""fixed_tier"": null, ""priority"": 10, ""metadata"": {""drug_id"": ""1e5b4814-f3bf-45dd-8da1-19b19f6a1ca9"", ""target_brand"": ""托妥"", ""target_spec"": null, ""route"": ""shop_home"", ""shop_home_url"": ""https://shop202802473.taobao.com/"", ""provider_id"": null, ""fixture_seed_key"": ""STORE_SEARCH|taobao|W00017|托妥""}}",taobao-p0,10,1,2026-07-20 10:27:18.933156,2026-07-20 10:27:24.881099
