source_file,row_number,issue_type,severity,business_key,details
趣维1-3月总数据.xlsx,1996,store_unmatched,medium,http://p0.meituan.net/healthmcompliancesp/26736b2db8244be6bad2822ee6aece75293466.png,美团|金恩大药房旗舰店
趣维1-3月总数据.xlsx,1997,store_unmatched,medium,http://p0.meituan.net/healthmcompliancesp/26736b2db8244be6bad2822ee6aece75293466.png,美团|小药典大药房旗舰店
趣维1-3月总数据.xlsx,2000,store_unmatched,medium,http://p0.meituan.net/healthmcompliancesp/26736b2db8244be6bad2822ee6aece75293466.png,美团|合肥东康大药房旗舰店
趣维1-3月总数据.xlsx,2013,store_unmatched,medium,http://p0.meituan.net/healthmcompliancesp/26736b2db8244be6bad2822ee6aece75293466.png,美团|承一医药大药房旗舰店
趣维1-3月总数据.xlsx,2015,store_unmatched,medium,http://p0.meituan.net/healthmcompliancesp/26736b2db8244be6bad2822ee6aece75293466.png,美团|无锡天润大药房旗舰店
趣维1-3月总数据.xlsx,2021,store_unmatched,medium,http://p0.meituan.net/healthmcompliancesp/26736b2db8244be6bad2822ee6aece75293466.png,美团|联环健康大药房旗舰店
趣维1-3月总数据.xlsx,2028,store_unmatched,medium,http://p0.meituan.net/healthmcompliancesp/26736b2db8244be6bad2822ee6aece75293466.png,美团|华鑫源大药房旗舰店
趣维1-3月总数据.xlsx,2035,store_unmatched,medium,http://p0.meituan.net/healthmcompliancesp/26736b2db8244be6bad2822ee6aece75293466.png,美团|天源堂大药房旗舰店
趣维1-3月总数据.xlsx,2036,store_unmatched,medium,http://p0.meituan.net/healthmcompliancesp/26736b2db8244be6bad2822ee6aece75293466.png,美团|益胜大药房旗舰店
趣维1-3月总数据.xlsx,2040,store_unmatched,medium,http://p0.meituan.net/healthmcompliancesp/26736b2db8244be6bad2822ee6aece75293466.png,美团|达美芒大药房旗舰店
趣维1-3月总数据.xlsx,2047,store_unmatched,medium,http://p0.meituan.net/healthmcompliancesp/26736b2db8244be6bad2822ee6aece75293466.png,美团|湖北好药师大药房旗舰店
趣维1-3月总数据.xlsx,2049,store_unmatched,medium,http://p0.meituan.net/healthmcompliancesp/26736b2db8244be6bad2822ee6aece75293466.png,美团|九龙堂大药房旗舰店
趣维1-3月总数据.xlsx,2052,store_unmatched,medium,http://p0.meituan.net/healthproductabilitypicture/48e60818b850def6ced8ad926549020c402345.png,美团|美团官方补贴
趣维1-3月总数据.xlsx,2054,store_unmatched,medium,http://p0.meituan.net/healthmcompliancesp/9a6dc7fa90382fc0cd5a5f67b67d436e108514.jpg,美团|妙算大药房旗舰店
趣维1-3月总数据.xlsx,2058,store_unmatched,medium,http://p0.meituan.net/healthproductabilitypicture/1786b5069df399fa8376fc68d0a76e00419863.png,美团|美团官方补贴
趣维1-3月总数据.xlsx,2059,store_unmatched,medium,http://p0.meituan.net/healthproductabilitypicture/1786b5069df399fa8376fc68d0a76e00419863.png,美团|美团官方补贴
趣维1-3月总数据.xlsx,2073,store_unmatched,medium,http://p0.meituan.net/healthmcompliancesp/26736b2db8244be6bad2822ee6aece75293466.png,美团|缘普大药房旗舰店
趣维1-3月总数据.xlsx,2074,store_unmatched,medium,http://p0.meituan.net/healthproductabilitypicture/5ded8f420ae6ac41965e34779712335d447459.png,美团|美团官方补贴
趣维1-3月总数据.xlsx,2076,store_unmatched,medium,http://p0.meituan.net/healthmcompliancesp/481dc35dd03d2b85fbf0b79dd9e9fc3d393727.png,美团|光大大药房旗舰店
