记录ID,采集批次ID,任务ID,监控目标ID,采集通道,采集时间,最终链接,页面标题,页面店铺,页面规格,页面原始价格,页面价格,销售盒数,每盒最小单位数,最小单位,单盒价格,单最小单位价格,控价,比较价格,破价金额,采集状态,计算状态,价格状态,错误代码,错误详情,证据目录,证据哈希,采集器版本,原始证据
f0089461-8be3-4425-ac9a-01cb013e6980,39f27cc3-aebb-4fb4-9c9d-71b33d582ea9,47910fab-50d9-4306-92b7-5a949204e90d,,search,2026-07-20 13:20:00.601688,,,,,,,,,,,,,,,success,not_applicable,not_evaluated,,,/Users/helson/coding/cttq_work/数字员工drugget/evidence/39f27cc3-aebb-4fb4-9c9d-71b33d582ea9/47910fab-50d9-4306-92b7-5a949204e90d,d0449e0794627ae5fad29f617afc0a0f1153b14b1a843ada5703f39a50e397e9,opencli-1.8.6,"{""query"": ""托妥 瑞舒伐他汀钙片"", ""query_verified"": true, ""route"": ""shop_home"", ""shop_home_url"": ""https://shop163215406.taobao.com/"", ""current_url"": ""https://maiyao.liangxinyao.com/shop/view_shop.htm?q=%CD%D0%CD%D7%20%C8%F0%CA%E6%B7%A5%CB%FB%CD%A1%B8%C6%C6%AC&type=p&search=y&newHeader_b=s_from&searcy_type=item&from=liangxinyao.shop.pc_1_placeholder&spm=a1z10.3-b-s.a2227oh.d101"", ""adapter"": ""taobao/shop-search"", ""hits"": [{""platform"": ""taobao"", ""query"": ""托妥 瑞舒伐他汀钙片"", ""rank"": 1, ""title"": ""[自营][新托妥]瑞舒伐他汀钙片 10mg*48片/盒"", ""url"": ""https://item.taobao.com/item.htm?id=730730569342"", ""product_id"": ""730730569342"", ""shop_name"": ""首页-阿里健康大药房-天猫Tmall.com"", ""list_price_raw"": null, ""raw"": {""route"": ""shop_home"", ""shop_home_url"": ""https://shop163215406.taobao.com/"", ""adapter"": ""taobao/shop-search""}}]}"
48ebb0a7-06bc-4579-b668-592caf33715e,39f27cc3-aebb-4fb4-9c9d-71b33d582ea9,98e5d3bc-e0bf-46fc-8fef-3bcadebfdd38,,detail,2026-07-20 13:20:44.923603,,,,,,,,,,,,,,,page_changed,not_applicable,not_evaluated,page_changed,店铺主页路线未完成,/Users/helson/coding/cttq_work/数字员工drugget/evidence/39f27cc3-aebb-4fb4-9c9d-71b33d582ea9/98e5d3bc-e0bf-46fc-8fef-3bcadebfdd38,9e9d7d8156bc47fc96458660889e4e40514de5036dea2a3bd8f3538de68bc81c,,"{""route"": ""shop_home"", ""shop_home_url"": ""https://shop163215406.taobao.com/"", ""search_url"": ""https://shop163215406.taobao.com/search.htm?q=%E6%89%98%E5%A6%A5%20%E7%91%9E%E8%88%92%E4%BC%90%E4%BB%96%E6%B1%80%E9%92%99%E7%89%87"", ""candidate_count"": 0}"
